Scenario,Country,Taxa,Area,Value,pValue
SR,BLZ,Mammalia,buff10,0.654705386019657,0
SR,BLZ,Reptilia,buff10,0.223617353987827,0
SR,BOL,All,buff10,17.918749890897,0
SR,BOL,All,buff50,15.9716077811047,0
SR,BOL,All,out,11.942014807479,0
SR,BOL,Amphibia,buff10,0.090951181578991,0
SR,BOL,Aves,buff10,15.133849329535,0
SR,BOL,Mammalia,buff10,1.87990781714694,0
SR,BOL,Reptilia,buff10,0.814041562636234,0
SR,BRA,All,buff10,-0.320959608393139,0.023
SR,BRA,All,buff50,20.1262025416732,0
SR,BRA,All,out,82.6221831697268,0
SR,BRA,Amphibia,buff10,-0.787754412524716,0
SR,BRA,Aves,buff10,-1.84838128253602,0
SR,BRA,Mammalia,buff10,0.509780904641637,0
SR,BRA,Reptilia,buff10,1.80539518202605,0
SR,CAF,All,buff10,-10.8117226273738,0
SR,CAF,All,buff50,2.5660508756777,0
SR,CAF,All,out,24.9718991938229,0
SR,CAF,Amphibia,buff10,-0.229223936486942,0
SR,CAF,Aves,buff10,-7.78956270059962,0
SR,CAF,Mammalia,buff10,-2.01248292972956,0
SR,CAF,Reptilia,buff10,-0.780453060557637,0
SR,CHN,All,buff10,-7.28571453610689,0
SR,CHN,All,buff50,-3.68415850925626,0
SR,CHN,All,out,28.1093656166864,0
SR,CHN,Amphibia,buff10,-0.020345697201241,0
SR,CHN,Aves,buff10,-6.77154088750447,0
SR,CHN,Mammalia,buff10,-0.834527785193311,0
SR,CHN,Reptilia,buff10,0.340699833792243,0
SR,CIV,All,buff10,-11.5847675187977,0
SR,CIV,All,buff50,-35.6418149858302,0
SR,CIV,All,out,-123.832418371055,0
SR,CIV,Amphibia,buff10,0,1
SR,CIV,Aves,buff10,-9.56607078558298,0
SR,CIV,Mammalia,buff10,-1.81921527519669,0
SR,CIV,Reptilia,buff10,-0.199481458018043,0
SR,CMR,All,buff10,-83.4768747652529,0
SR,CMR,All,buff50,-95.3452792593315,0
SR,CMR,All,out,-95.7965994435686,0
SR,CMR,Amphibia,buff10,-3.00795531551674,0
SR,CMR,Aves,buff10,-57.1813078543261,0
SR,CMR,Mammalia,buff10,-18.8443684939175,0
SR,CMR,Reptilia,buff10,-4.44324310149271,0
SR,COD,All,buff10,-26.824722014021,0
SR,COD,All,buff50,-23.4944760345204,0
SR,COD,All,out,6.25684462499461,0
SR,COD,Amphibia,buff10,-0.384069164117351,0
SR,COD,Aves,buff10,-21.163147831822,0
SR,COD,Mammalia,buff10,-4.83767615399574,0
SR,COD,Reptilia,buff10,-0.439828864085881,0
SR,COG,All,buff10,1.84505748363551,0
SR,COG,All,buff50,8.73327266719434,0
SR,COG,All,out,31.2354157950234,0
SR,COG,Amphibia,buff10,0.0319989810551,0.001
SR,COG,Aves,buff10,-0.277327257990152,0.059
SR,COG,Mammalia,buff10,2.30240547609834,0
SR,COG,Reptilia,buff10,-0.212019715527788,0
SR,COL,All,buff10,70.5339524410487,0
SR,COL,All,buff50,90.6407571441062,0
SR,COL,All,out,101.745967415571,0
SR,COL,Amphibia,buff10,0.168162572627661,0
SR,COL,Aves,buff10,57.3434851927842,0
SR,COL,Mammalia,buff10,4.95725816997862,0
SR,COL,Reptilia,buff10,8.0650465056583,0
SR,CRI,All,buff10,-19.684797349021,0
SR,CRI,All,buff50,-1.5835549089777,0.064
SR,CRI,All,out,-2.86991360475849,0
SR,CRI,Amphibia,buff10,0.818041903608039,0
SR,CRI,Aves,buff10,-19.5211645196722,0
SR,CRI,Mammalia,buff10,0.230933725094744,0.001
SR,CRI,Reptilia,buff10,-1.21260845805166,0
SR,DMA,All,buff10,-1.76990208599404,0.02
SR,DMA,All,buff50,-1.22477913935595,0.062
SR,DMA,Amphibia,buff10,-0.164538101319711,0.083
SR,DMA,Aves,buff10,-1.51191996594295,0.033
SR,DMA,Mammalia,buff10,0,1
SR,DMA,Reptilia,buff10,-0.093444018731375,0.436
SR,ECU,All,buff10,155.870052639952,0
SR,ECU,All,buff50,213.807046535186,0
SR,ECU,All,out,224.799558563101,0
SR,ECU,Amphibia,buff10,9.96707031492732,0
SR,ECU,Aves,buff10,112.772297144435,0
SR,ECU,Mammalia,buff10,17.1365740790983,0
SR,ECU,Reptilia,buff10,15.9941111014914,0
SR,ETH,All,buff10,-1.01481187873779,0
SR,ETH,All,buff50,-1.68769885441701,0
SR,ETH,All,out,1.78839794133692,0
SR,ETH,Amphibia,buff10,0,1
SR,ETH,Aves,buff10,-0.992494955034211,0
SR,ETH,Mammalia,buff10,-0.02344311657893,0
SR,ETH,Reptilia,buff10,0.001126192875348,0
SR,GAB,All,buff10,-1.3582666866368,0
SR,GAB,All,buff50,-7.72286080188195,0
SR,GAB,All,out,-11.2234241864759,0
SR,GAB,Amphibia,buff10,-0.032175222958983,0.001
SR,GAB,Aves,buff10,-0.428572133454225,0
SR,GAB,Mammalia,buff10,-0.793310284861249,0
SR,GAB,Reptilia,buff10,-0.104209045362394,0
SR,GTM,All,buff10,20.6063667998604,0
SR,GTM,All,buff50,-0.817512055677327,0.108
SR,GTM,All,out,-5.79498392807039,0
SR,GTM,Amphibia,buff10,0.283740878410897,0
SR,GTM,Aves,buff10,19.9024346491107,0
SR,GTM,Mammalia,buff10,-0.697445621191125,0
SR,GTM,Reptilia,buff10,1.11763689352983,0
SR,GUF,All,buff10,4.94293382343267,0
SR,GUF,All,buff50,0.906693720500471,0
SR,GUF,All,out,-0.286797616607885,0.112
SR,GUF,Amphibia,buff10,1.85977852112185,0
SR,GUF,Aves,buff10,-5.42819588604544,0
SR,GUF,Mammalia,buff10,2.21893483720789,0
SR,GUF,Reptilia,buff10,6.29241635114836,0
SR,GUY,All,buff10,-0.84983294863008,0.001
SR,GUY,All,buff50,-8.66032339466153,0
SR,GUY,All,out,-10.9076576789135,0
SR,GUY,Amphibia,buff10,-0.075948323103598,0
SR,GUY,Aves,buff10,-3.04614307571052,0
SR,GUY,Mammalia,buff10,0.45265219006113,0
SR,GUY,Reptilia,buff10,1.81960626012292,0
SR,HND,All,buff10,11.3356818332651,0
SR,HND,All,buff50,11.2464339166931,0
SR,HND,All,out,14.5245613275842,0
SR,HND,Amphibia,buff10,1.05932860479876,0
SR,HND,Aves,buff10,10.2823130625484,0
SR,HND,Mammalia,buff10,-0.530794536057869,0
SR,HND,Reptilia,buff10,0.524834701975792,0
SR,IDN,All,buff10,3.69013952504091,0
SR,IDN,All,buff50,-1.64899162501081,0
SR,IDN,All,out,-0.704548840678086,0
SR,IDN,Amphibia,buff10,0.112695294048651,0
SR,IDN,Aves,buff10,1.50267786362275,0
SR,IDN,Mammalia,buff10,2.04882324367305,0
SR,IDN,Reptilia,buff10,0.02594312369664,0.322
SR,IND,All,buff10,28.1367664140827,0
SR,IND,All,buff50,35.3302583494338,0
SR,IND,All,out,50.7203063006736,0
SR,IND,Amphibia,buff10,0.011238947827557,0
SR,IND,Aves,buff10,27.0261048665,0
SR,IND,Mammalia,buff10,0.685664925016406,0
SR,IND,Reptilia,buff10,0.413757674738702,0
SR,KEN,All,buff10,-18.7651451419607,0
SR,KEN,All,buff50,-17.6758999160771,0
SR,KEN,All,out,-16.0163038418441,0
SR,KEN,Amphibia,buff10,0,1
SR,KEN,Aves,buff10,-15.5567303019017,0
SR,KEN,Mammalia,buff10,-2.83401200956425,0
SR,KEN,Reptilia,buff10,-0.374402830494775,0
SR,KHM,All,buff10,6.48876976446513,0
SR,KHM,All,buff50,15.4928860584478,0
SR,KHM,All,out,19.9302684350209,0
SR,KHM,Amphibia,buff10,0.060631002451031,0
SR,KHM,Aves,buff10,5.31879869020855,0
SR,KHM,Mammalia,buff10,0.666678490249541,0
SR,KHM,Reptilia,buff10,0.442661581556001,0
SR,LAO,All,buff10,20.9437645716047,0
SR,LAO,All,buff50,24.5533362916923,0
SR,LAO,Amphibia,buff10,0.331909963979237,0
SR,LAO,Aves,buff10,16.550326677304,0
SR,LAO,Mammalia,buff10,2.62192441494997,0
SR,LAO,Reptilia,buff10,1.43960351537148,0
SR,LKA,All,buff10,-1.25871191388433,0
SR,LKA,All,buff50,-7.10125205895335,0
SR,LKA,All,out,-5.03575700337899,0
SR,LKA,Amphibia,buff10,0,1
SR,LKA,Aves,buff10,-1.06129566474394,0
SR,LKA,Mammalia,buff10,-0.110914628156007,0
SR,LKA,Reptilia,buff10,-0.08650162098438,0.004
SR,MEX,All,buff10,27.6066051679804,0
SR,MEX,All,buff50,22.3626260608793,0
SR,MEX,All,out,22.4717629463442,0
SR,MEX,Amphibia,buff10,-0.249593242838844,0
SR,MEX,Aves,buff10,20.3400122639095,0
SR,MEX,Mammalia,buff10,5.4812259679246,0
SR,MEX,Reptilia,buff10,2.03496017898515,0
SR,MMR,All,buff10,31.1099367781071,0
SR,MMR,All,buff50,40.3260873630529,0
SR,MMR,All,out,45.0819042757728,0
SR,MMR,Amphibia,buff10,-0.063733290102776,0
SR,MMR,Aves,buff10,28.4256686449682,0
SR,MMR,Mammalia,buff10,3.90110319498775,0
SR,MMR,Reptilia,buff10,-1.1531017717461,0
SR,MYS,All,buff10,-4.94841619562578,0
SR,MYS,All,buff50,1.11442626936378,0
SR,MYS,All,out,1.86285307314523,0
SR,MYS,Amphibia,buff10,0.504692547445397,0
SR,MYS,Aves,buff10,-15.1879091642259,0
SR,MYS,Mammalia,buff10,4.5167052845598,0
SR,MYS,Reptilia,buff10,5.21809513659493,0
SR,NCL,All,buff10,-3.93178191576158,0
SR,NCL,All,buff50,-3.8806876944651,0
SR,NCL,Amphibia,buff10,0,1
SR,NCL,Aves,buff10,-3.51562885238198,0
SR,NCL,Mammalia,buff10,-0.278574118358228,0
SR,NCL,Reptilia,buff10,-0.137578945021377,0
SR,NGA,All,buff10,-38.8419345984332,0
SR,NGA,All,buff50,-44.7821614630637,0
SR,NGA,All,out,-76.1725350190382,0
SR,NGA,Amphibia,buff10,-0.843503582403327,0
SR,NGA,Aves,buff10,-28.8400184818701,0
SR,NGA,Mammalia,buff10,-8.24964796138381,0
SR,NGA,Reptilia,buff10,-0.908764572775949,0
SR,NIC,All,buff10,27.3773837227113,0
SR,NIC,All,buff50,21.120942956883,0
SR,NIC,All,out,16.9958423160636,0
SR,NIC,Amphibia,buff10,1.71662808819335,0
SR,NIC,Aves,buff10,20.8160608957845,0
SR,NIC,Mammalia,buff10,-0.64575993916392,0
SR,NIC,Reptilia,buff10,5.49045467789741,0
SR,NPL,All,buff10,14.0859391355754,0
SR,NPL,All,buff50,15.5014699862988,0
SR,NPL,Amphibia,buff10,0,1
SR,NPL,Aves,buff10,10.6972767451759,0
SR,NPL,Mammalia,buff10,3.26416783746909,0
SR,NPL,Reptilia,buff10,0.124494552930489,0
SR,PAK,All,buff10,-18.3915143798321,0
SR,PAK,All,buff50,-15.4905189979624,0
SR,PAK,All,out,-14.8470659608002,0
SR,PAK,Amphibia,buff10,0,1
SR,PAK,Aves,buff10,-17.4959896594466,0
SR,PAK,Mammalia,buff10,-0.895524720385456,0
SR,PAK,Reptilia,buff10,0,1
SR,PAN,All,buff10,2.13027414395827,0
SR,PAN,All,buff50,13.4531290618838,0
SR,PAN,All,out,21.9346750158988,0
SR,PAN,Amphibia,buff10,1.57705999967186,0
SR,PAN,Aves,buff10,-0.928441931755714,0.062
SR,PAN,Mammalia,buff10,1.12449750454911,0
SR,PAN,Reptilia,buff10,0.357158571493045,0
SR,PER,All,buff10,15.1199017650156,0
SR,PER,All,buff50,10.8309581716318,0
SR,PER,All,out,11.7181083403212,0
SR,PER,Amphibia,buff10,-0.325333639300599,0
SR,PER,Aves,buff10,11.3088959499913,0
SR,PER,Mammalia,buff10,2.67192107118089,0
SR,PER,Reptilia,buff10,1.46441838314403,0
SR,PHL,All,buff10,-0.87494094706048,0
SR,PHL,All,buff50,4.44668563027676,0
SR,PHL,All,out,11.993294083993,0
SR,PHL,Amphibia,buff10,0.189448528927511,0
SR,PHL,Aves,buff10,-0.817184774992853,0
SR,PHL,Mammalia,buff10,0.353476629005854,0
SR,PHL,Reptilia,buff10,-0.600681330001004,0
SR,PRY,All,buff10,35.5608801366837,0
SR,PRY,All,buff50,64.4447408645691,0
SR,PRY,All,out,111.379448547586,0
SR,PRY,Amphibia,buff10,0.006362126951088,0.004
SR,PRY,Aves,buff10,32.5638296456344,0
SR,PRY,Mammalia,buff10,2.69556598328631,0
SR,PRY,Reptilia,buff10,0.295122380811955,0
SR,RWA,All,buff10,-30.9543865786512,0
SR,RWA,All,buff50,-24.491280348559,0
SR,RWA,All,out,-8.97202757654915,0
SR,RWA,Amphibia,buff10,0.362825114835884,0
SR,RWA,Aves,buff10,-26.6872752714994,0
SR,RWA,Mammalia,buff10,-3.6185805980592,0
SR,RWA,Reptilia,buff10,-1.01135582392845,0
SR,SLV,All,buff10,1.38966099049,0
SR,SLV,All,buff50,2.71315325788004,0
SR,SLV,Amphibia,buff10,-0.009491011210276,0
SR,SLV,Aves,buff10,1.36860687672208,0
SR,SLV,Mammalia,buff10,-0.037920659722381,0.482
SR,SLV,Reptilia,buff10,0.068465784700573,0.027
SR,SUR,All,buff10,2.86755282181088,0
SR,SUR,All,buff50,4.94687006195335,0
SR,SUR,All,out,4.95369188444721,0
SR,SUR,Amphibia,buff10,0.457993689932485,0
SR,SUR,Aves,buff10,0.645425633676496,0
SR,SUR,Mammalia,buff10,0.703483603598286,0
SR,SUR,Reptilia,buff10,1.06064989460362,0
SR,TGO,All,buff10,-8.93805114638448,0
SR,TGO,All,buff50,-13.5314320987654,0
SR,TGO,All,out,-58.1976827157545,0
SR,TGO,Amphibia,buff10,0,1
SR,TGO,Aves,buff10,-6.52369929453263,0
SR,TGO,Mammalia,buff10,-2.43220899470899,0
SR,TGO,Reptilia,buff10,0.017857142857143,0.045
SR,THA,All,buff10,32.7021866977444,0
SR,THA,All,buff50,36.6853685926147,0
SR,THA,All,out,37.2617988532288,0
SR,THA,Amphibia,buff10,0.144845448190335,0
SR,THA,Aves,buff10,29.4968377584548,0
SR,THA,Mammalia,buff10,2.92273159669728,0
SR,THA,Reptilia,buff10,0.137771894401947,0
SR,TWN,All,buff10,-2.95684039996385,0
SR,TWN,All,buff50,-0.292991336163539,0.054
SR,TWN,All,out,-0.000756771872588,0.994
SR,TWN,Amphibia,buff10,0.058113332480576,0
SR,TWN,Aves,buff10,-2.43943607620787,0
SR,TWN,Mammalia,buff10,-0.554215130512953,0
SR,TWN,Reptilia,buff10,-0.02130252572359,0.16
SR,TZA,All,buff10,-8.3163924886839,0
SR,TZA,All,buff50,-7.49159038810178,0
SR,TZA,All,out,-0.56149668400829,0.046
SR,TZA,Amphibia,buff10,-0.000585480093677,0.254
SR,TZA,Aves,buff10,-6.92506284073509,0
SR,TZA,Mammalia,buff10,-1.44642415946045,0
SR,TZA,Reptilia,buff10,0.055679991605336,0
SR,UGA,All,buff10,-13.8820509439932,0
SR,UGA,All,buff50,-49.0740694361696,0
SR,UGA,All,out,-17.6779962126618,0
SR,UGA,Amphibia,buff10,0.086769152339767,0
SR,UGA,Aves,buff10,-13.8544483704251,0
SR,UGA,Mammalia,buff10,-0.165913405758886,0.531
SR,UGA,Reptilia,buff10,0.05154167985093,0.021
SR,USA,All,buff10,50.9083167157128,0
SR,USA,All,buff50,39.9897899745785,0
SR,USA,All,out,14.2476909595988,0
SR,USA,Amphibia,buff10,0,1
SR,USA,Aves,buff10,47.9273387284132,0
SR,USA,Mammalia,buff10,2.64958472082398,0
SR,USA,Reptilia,buff10,0.331393266475645,0
SR,VEN,All,buff10,60.8686720293057,0
SR,VEN,All,buff50,83.4290386431578,0
SR,VEN,All,out,121.809759356742,0
SR,VEN,Amphibia,buff10,-0.116738437562609,0
SR,VEN,Aves,buff10,50.775982003393,0
SR,VEN,Mammalia,buff10,6.87669515292792,0
SR,VEN,Reptilia,buff10,3.3327333105474,0
SR,VNM,All,buff10,20.1550219511879,0
SR,VNM,All,buff50,32.1053986036151,0
SR,VNM,All,out,39.7413320917703,0
SR,VNM,Amphibia,buff10,0.001005740379199,0.835
SR,VNM,Aves,buff10,15.3856249266576,0
SR,VNM,Mammalia,buff10,2.31680750765736,0
SR,VNM,Reptilia,buff10,2.45158377649378,0
TS,ARG,All,buff10,0.01244766472492,0
TS,ARG,All,buff50,0.035803452047838,0
TS,ARG,All,out,0.07508069273762,0
TS,ARG,Amphibia,buff10,-0.167837865521872,0
TS,ARG,Aves,buff10,0.02008175578352,0
TS,ARG,Mammalia,buff10,0.166633755819542,0
TS,ARG,Reptilia,buff10,-0.181416600279664,0
TS,AUS,All,buff10,-0.01556596542197,0
TS,AUS,All,buff50,-0.067771653505675,0
TS,AUS,All,out,-0.129173437708987,0
TS,AUS,Amphibia,buff10,0.270883705457926,0
TS,AUS,Aves,buff10,-0.001049428144734,0.406
TS,AUS,Mammalia,buff10,-0.429454872095241,0
TS,AUS,Reptilia,buff10,0.000327764232317,0.106
TS,BDI,All,buff10,0.046144746126554,0
TS,BDI,All,buff50,0.013326627823674,0
TS,BDI,All,out,0.003697421955539,0.119
TS,BDI,Amphibia,buff10,0.40249683910024,0
TS,BDI,Aves,buff10,0.047967548773626,0
TS,BDI,Mammalia,buff10,0.057210174096321,0
TS,BDI,Reptilia,buff10,-0.043183140563657,0.002
TS,BEN,All,buff10,0.014683390566909,0.013
TS,BEN,All,buff50,0.061247390119322,0
TS,BEN,All,out,0.25857127579669,0
TS,BEN,Amphibia,buff10,0,1
TS,BEN,Aves,buff10,0.031785364129799,0
TS,BEN,Mammalia,buff10,2.16968994536952,0
TS,BEN,Reptilia,buff10,0.009478672985782,0.034
TS,BGD,All,buff10,-0.007404645826284,0
TS,BGD,All,buff50,0.01624937464117,0
TS,BGD,All,out,0.068821938718163,0
TS,BGD,Amphibia,buff10,0,1
TS,BGD,Aves,buff10,-0.014524188178637,0
TS,BGD,Mammalia,buff10,-0.814528991198603,0
TS,BGD,Reptilia,buff10,0.029879023225734,0.258
TS,BLZ,All,buff10,-0.008606228321539,0
TS,BLZ,All,buff50,-0.007543102943999,0
TS,BLZ,All,out,-0.003335113318866,0.011
TS,BLZ,Amphibia,buff10,0.00401574595123,0.634
TS,BLZ,Aves,buff10,-0.009663888580083,0
TS,BLZ,Mammalia,buff10,-0.014181640437218,0
TS,BLZ,Reptilia,buff10,0.000124129304361,0.053
TS,BOL,All,buff10,0.00673864999302,0
TS,BOL,All,buff50,0.004847557966037,0
TS,BOL,All,out,0.006434732923842,0
TS,BOL,Amphibia,buff10,0.044582201071688,0
TS,BOL,Aves,buff10,0.006993657295387,0
TS,BOL,Mammalia,buff10,0.065148736150817,0
TS,BOL,Reptilia,buff10,-0.175392924821727,0
TS,BRA,All,buff10,-0.015443341659561,0
TS,BRA,All,buff50,-0.039790706084958,0
TS,BRA,All,out,-0.025283745647377,0
TS,BRA,Amphibia,buff10,0.065746654253239,0
TS,BRA,Aves,buff10,-0.001140362611744,0
TS,BRA,Mammalia,buff10,-0.117415834751364,0
TS,BRA,Reptilia,buff10,-0.003085541936815,0
TS,CAF,All,buff10,-0.007137734766662,0
TS,CAF,All,buff50,-0.024378132268098,0
TS,CAF,All,out,-0.167434986198327,0
TS,CAF,Amphibia,buff10,-0.297944687010289,0
TS,CAF,Aves,buff10,-0.007623026932121,0
TS,CAF,Mammalia,buff10,0.004000170317381,0.049
TS,CAF,Reptilia,buff10,0.045283275255068,0
TS,CHN,All,buff10,-0.026755409926603,0
TS,CHN,All,buff50,-0.025770722136566,0
TS,CHN,All,out,-0.064951632248603,0
TS,CHN,Amphibia,buff10,-0.261356174869482,0
TS,CHN,Aves,buff10,-0.02796269047457,0
TS,CHN,Mammalia,buff10,0.004947917365696,0.218
TS,CHN,Reptilia,buff10,-0.067960927544915,0
TS,CIV,All,buff10,0.04696267696842,0
TS,CIV,All,buff50,0.061663297002713,0
TS,CIV,All,out,0.061899320327759,0
TS,CIV,Amphibia,buff10,0,1
TS,CIV,Aves,buff10,0.029726182594889,0
TS,CIV,Mammalia,buff10,0.67324825778274,0
TS,CIV,Reptilia,buff10,-0.114272103556999,0
TS,CMR,All,buff10,0.022423945196096,0
TS,CMR,All,buff50,0.02777383045405,0
TS,CMR,All,out,0.049616758031803,0
TS,CMR,Amphibia,buff10,-0.907706559052992,0
TS,CMR,Aves,buff10,0.081088350777587,0
TS,CMR,Mammalia,buff10,-0.259651023652209,0
TS,CMR,Reptilia,buff10,-0.092624137842194,0
TS,COD,All,buff10,-0.025791690701779,0
TS,COD,All,buff50,-0.00826655105587,0
TS,COD,All,out,0.046190326277815,0
TS,COD,Amphibia,buff10,-0.514837129499391,0
TS,COD,Aves,buff10,-0.010757459533341,0
TS,COD,Mammalia,buff10,-0.089717639678011,0
TS,COD,Reptilia,buff10,-0.249673801464001,0
TS,COG,All,buff10,-0.005005963104697,0
TS,COG,All,buff50,0.002765207886275,0
TS,COG,All,out,0.029764401373021,0
TS,COG,Amphibia,buff10,0.010499412625998,0
TS,COG,Aves,buff10,-0.002853492863883,0
TS,COG,Mammalia,buff10,-0.061530634553116,0
TS,COG,Reptilia,buff10,0,1
TS,COL,All,buff10,-0.099149039798281,0
TS,COL,All,buff50,-0.113020075935073,0
TS,COL,All,out,-0.122854039210883,0
TS,COL,Amphibia,buff10,-0.02910577152976,0
TS,COL,Aves,buff10,-0.048953904288304,0
TS,COL,Mammalia,buff10,-0.382899236265245,0
TS,COL,Reptilia,buff10,-0.017864093943918,0
TS,CRI,All,buff10,0.03681778063625,0
TS,CRI,All,buff50,0.03732206873427,0
TS,CRI,All,out,0.037341745315506,0
TS,CRI,Amphibia,buff10,0.051972072140233,0
TS,CRI,Aves,buff10,0.037460478539806,0
TS,CRI,Mammalia,buff10,-0.044616722187454,0
TS,CRI,Reptilia,buff10,-0.010149264711233,0.001
TS,DMA,All,buff10,-0.112838058077868,0.021
TS,DMA,All,buff50,-0.078790508705383,0.087
TS,DMA,All,out,NA,NA
TS,DMA,Amphibia,buff10,-2.63260962111537,0.073
TS,DMA,Aves,buff10,-0.045915132585918,0.261
TS,DMA,Mammalia,buff10,0,1
TS,DMA,Reptilia,buff10,-0.044274159216688,0.37
TS,ECU,All,buff10,-0.138122769571859,0
TS,ECU,All,buff50,-0.208681811855769,0
TS,ECU,All,out,-0.214020352694464,0
TS,ECU,Amphibia,buff10,-0.232359000185395,0
TS,ECU,Aves,buff10,-0.108063233507725,0
TS,ECU,Mammalia,buff10,-0.144345990911728,0
TS,ECU,Reptilia,buff10,-0.321465107416226,0
TS,ETH,All,buff10,0.004394192747056,0
TS,ETH,All,buff50,0.002041697437937,0.009
TS,ETH,All,out,-0.055843370975717,0
TS,ETH,Amphibia,buff10,0,1
TS,ETH,Aves,buff10,0.004936940428782,0
TS,ETH,Mammalia,buff10,-0.015418042979591,0.197
TS,ETH,Reptilia,buff10,0.004504771501393,0
TS,GAB,All,buff10,0.008655845201706,0
TS,GAB,All,buff50,0.009995568367729,0
TS,GAB,All,out,0.010936453131692,0
TS,GAB,Amphibia,buff10,0.007053723969694,0
TS,GAB,Aves,buff10,0.00388373677433,0
TS,GAB,Mammalia,buff10,0.059978495098117,0
TS,GAB,Reptilia,buff10,0.009201526729901,0
TS,GTM,All,buff10,0.004654662342167,0.021
TS,GTM,All,buff50,0.050245214087374,0
TS,GTM,All,out,0.066172050979946,0
TS,GTM,Amphibia,buff10,0.732611111048913,0
TS,GTM,Aves,buff10,-0.010607982744376,0
TS,GTM,Mammalia,buff10,0.147871779541399,0
TS,GTM,Reptilia,buff10,-0.063833762099961,0
TS,GUF,All,buff10,-0.006571409883325,0
TS,GUF,All,buff50,-0.004882099449655,0
TS,GUF,All,out,-0.004085827892853,0
TS,GUF,Amphibia,buff10,0,1
TS,GUF,Aves,buff10,-0.005513176640944,0
TS,GUF,Mammalia,buff10,0.002429448583776,0
TS,GUF,Reptilia,buff10,0,1
TS,GUY,All,buff10,0.001785427708991,0
TS,GUY,All,buff50,0.004724180024004,0
TS,GUY,All,out,0.006315120589921,0
TS,GUY,Amphibia,buff10,-0.011076973783156,0.092
TS,GUY,Aves,buff10,0.005208065654273,0
TS,GUY,Mammalia,buff10,0.002369506746247,0
TS,GUY,Reptilia,buff10,-0.018362428501983,0
TS,HND,All,buff10,0.018793562880471,0
TS,HND,All,buff50,0.025331640032193,0
TS,HND,All,out,0.025585423065518,0
TS,HND,Amphibia,buff10,0.664703286726305,0
TS,HND,Aves,buff10,0.024207506007773,0
TS,HND,Mammalia,buff10,0.002572415330682,0.679
TS,HND,Reptilia,buff10,0.077703842000622,0
TS,IDN,All,buff10,-0.090259371183192,0
TS,IDN,All,buff50,-0.117289114399318,0
TS,IDN,All,out,-0.120020201370222,0
TS,IDN,Amphibia,buff10,0.067014960974512,0
TS,IDN,Aves,buff10,-0.120641825294456,0
TS,IDN,Mammalia,buff10,-0.023755929082249,0
TS,IDN,Reptilia,buff10,0.004799916810378,0.017
TS,IND,All,buff10,-0.026595449579732,0
TS,IND,All,buff50,-0.009068912132296,0
TS,IND,All,out,0.008828535464465,0
TS,IND,Amphibia,buff10,0.130129078198822,0
TS,IND,Aves,buff10,-0.037529439989158,0
TS,IND,Mammalia,buff10,0.448122539183636,0
TS,IND,Reptilia,buff10,0.015163361346311,0.108
TS,KEN,All,buff10,0.21206036104725,0
TS,KEN,All,buff50,0.254522100113197,0
TS,KEN,All,out,0.22928971571355,0
TS,KEN,Amphibia,buff10,0,1
TS,KEN,Aves,buff10,0.206635580783311,0
TS,KEN,Mammalia,buff10,0.885536310526864,0
TS,KEN,Reptilia,buff10,-0.324249477608686,0
TS,KHM,All,buff10,-0.039880473296793,0
TS,KHM,All,buff50,-0.002382135452156,0.294
TS,KHM,All,out,0.016488650063915,0
TS,KHM,Amphibia,buff10,0.149643114892515,0
TS,KHM,Aves,buff10,-0.036160090159535,0
TS,KHM,Mammalia,buff10,-0.577136066730573,0
TS,KHM,Reptilia,buff10,-0.002012744383624,0.019
TS,LAO,All,buff10,0.041527481440305,0
TS,LAO,All,buff50,0.03585605710933,0
TS,LAO,All,out,NA,NA
TS,LAO,Amphibia,buff10,0.548802131688959,0
TS,LAO,Aves,buff10,-0.048495702833334,0
TS,LAO,Mammalia,buff10,0.55042831486108,0
TS,LAO,Reptilia,buff10,0.471933816109142,0
TS,LKA,All,buff10,0.003664221828592,0.123
TS,LKA,All,buff50,-0.149376359521433,0
TS,LKA,All,out,-0.300669527045952,0
TS,LKA,Amphibia,buff10,0,1
TS,LKA,Aves,buff10,0.006840197290955,0.003
TS,LKA,Mammalia,buff10,-0.44365851262403,0
TS,LKA,Reptilia,buff10,0,1
TS,MEX,All,buff10,-0.01432222796809,0
TS,MEX,All,buff50,-0.008492263131732,0
TS,MEX,All,out,-0.003407374190603,0
TS,MEX,Amphibia,buff10,-0.321019096280325,0
TS,MEX,Aves,buff10,-0.052708455541209,0
TS,MEX,Mammalia,buff10,0.32151097080426,0
TS,MEX,Reptilia,buff10,-0.064282594283013,0
TS,MMR,All,buff10,-0.067668682200735,0
TS,MMR,All,buff50,-0.057588766647847,0
TS,MMR,All,out,-0.065474522604826,0
TS,MMR,Amphibia,buff10,-0.128604561844666,0
TS,MMR,Aves,buff10,-0.054418558528273,0
TS,MMR,Mammalia,buff10,-1.78578016355707,0
TS,MMR,Reptilia,buff10,-0.102731246413182,0
TS,MYS,All,buff10,-0.025802825524787,0
TS,MYS,All,buff50,-0.03731577835256,0
TS,MYS,All,out,-0.037105029751647,0
TS,MYS,Amphibia,buff10,0.058009952867693,0
TS,MYS,Aves,buff10,-0.056023311248537,0
TS,MYS,Mammalia,buff10,-0.027517236967047,0
TS,MYS,Reptilia,buff10,0.050809713010209,0
TS,NCL,All,buff10,-0.193989882821957,0
TS,NCL,All,buff50,-0.170814063887318,0
